player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Kim Moonhwan,DF,Korea Republic,27,1995,4,9,4,6,2,1,5,6,83.3,1,3,1,2,4,13,16,0,7,1.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,4,4,0,0,0,16,6,3,66.7,201,242,83.1,3226,1077,109,117,93.2,73,93,78.5,14,19,73.7,0,0.6,0.3,-0.6,3,14,5,3,8,242,197,45,2,0,0,15,43,0,0,0,0,201,0,4,4,360,90,100,4,90,4,0,NA,0,1,5,8,-3,-0.75,NA,4.6,7.1,-2.5,-0.63,NA,289,17,76,118,96,5,289,2,4,50,6,2,157,13,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.15,0.15,0,0.15
Kim Seung-gyu,GK,Korea Republic,32,1990,4,0,0,0,0,0,0,0,NA,0,0,0,0,2,2,2,0,1,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,93,128,72.7,2291,1407,23,23,100,45,45,100,25,59,42.4,0,0,0,0,0,1,0,0,0,128,85,43,14,0,0,0,0,0,0,0,0,93,0,0,4,360,90,100,4,90,4,0,NA,0,1,5,8,-3,-0.75,NA,4.6,7.1,-2.5,-0.63,NA,139,109,139,0,0,0,139,0,0,NA,0,0,60,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Young-gwon,DF,Korea Republic,32,1990,3.9,3,2,3,0,0,1,2,50,1,3,2,1,3,6,11,0,5,1.29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,3,2,0,0,0,13,6,2,75,178,209,85.2,3954,1720,61,65,93.8,82,87,94.3,35,56,62.5,0,0.2,0.1,-0.2,3,17,4,1,18,209,201,7,7,0,7,1,0,0,0,0,0,178,1,0,4,350,88,97.2,4,88,3,0,NA,0,1,4,8,-4,-1.03,-10.03,3.9,7.1,-3.2,-0.81,-6.52,232,27,119,107,6,3,232,0,0,NA,0,0,172,0,1,2,1,50,0.51,0.26,0.5,1,10.9,0,0,0,0.8,0.8,0.38,0.2,0.2,4,4,350,1,0,1,0,0,1,0,0.26,0,0.26,0.26,0.26,0.8,0.8,0.2,0.9,0.19,0.05,0.24,0.19,0.24
Kingsley Coman,FW,France,26,1996,1.2,0,0,0,0,0,0,0,NA,0,1,0,1,2,2,0,0,2,1.68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,4,1,3,25,50,56,89.3,689,103,31,33,93.9,17,19,89.5,2,3,66.7,0,0.1,0.2,-0.1,1,1,2,1,1,56,54,2,0,0,0,6,0,2,0,2,0,50,0,0,4,107,27,29.7,1,62,0,3,15,0,2.25,2,2,0,0,-1.78,1.7,1.6,0.1,0.1,-1.7,73,2,7,29,40,2,73,4,8,50,4,3,60,10,0,1,0,0,0.84,0,0,NA,10.7,0,0,0,0.2,0.2,0.16,-0.2,-0.2,4,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.13,0.07,0.2,0.13,0.2
Ko Itakura,DF,Japan,25,1997,3,9,5,4,4,1,3,4,75,1,1,0,1,4,13,16,0,2,0.67,0,1,0,1,0,0,1,0.33,0,1,0,0,0,0,2,0,0,5,0,0,0,4,5,0,0,0,13,0,2,0,98,111,88.3,1860,494,32,35,91.4,55,59,93.2,11,15,73.3,1,0.1,0,0.9,1,7,0,0,1,111,109,2,2,1,0,0,0,0,0,0,0,98,0,1,3,270,90,69.2,3,90,3,0,NA,0,2,4,3,1,0.33,0.33,3.8,4.2,-0.4,-0.14,0.04,150,20,63,80,9,5,150,0,2,0,4,1,91,1,0,3,1,33.3,1,0.33,0,0,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,3,3,270,0,1,0,0,0,2,0,0,0.33,0.33,0,0.33,0.2,0.2,0.1,0.2,0.05,0.03,0.08,0.05,0.08
Koke,MF,Spain,30,1992,0.6,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,1,1.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,NA,56,62,90.3,991,170,26,28,92.9,24,25,96,6,7,85.7,0,0,0,0,0,4,0,0,2,62,60,0,0,0,2,0,0,0,0,0,0,56,2,0,2,52,26,13.3,0,NA,0,2,26,2,2,3,1,2,3.46,2.4,0.8,1,-0.2,-0.33,-1.11,68,0,5,54,9,0,68,0,0,NA,1,0,60,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krystian Bielik,MF,Poland,24,1998,2.4,5,3,1,3,1,2,4,50,2,1,0,1,5,10,6,0,1,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,3,0,1,0,10,6,4,60,86,99,86.9,1621,440,35,38,92.1,37,38,97.4,12,17,70.6,0,0,0.1,0,0,5,1,0,5,99,96,3,3,0,3,0,0,0,0,0,0,86,0,2,4,216,54,60,2,76,1,2,33,0,1,3,3,0,0,1.25,3.8,4.8,-1,-0.41,0.69,129,13,45,75,10,2,129,1,3,33.3,1,3,77,0,0,2,0,0,0.83,0,0,NA,15.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,4,2,216,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.07,0,0.07,0.07,0.07
Krzysztof Pi<c4>?tek,FW,Poland,27,1995,0.3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,25,2,6,33.3,35,0,1,2,50,1,3,33.3,0,0,NA,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,28,14,7.8,0,NA,0,2,14,2,1.5,1,0,1,3.21,4.03,0.8,0.6,0.2,0.56,1.35,9,0,1,6,2,1,9,0,0,NA,1,1,7,0,0,1,0,0,3.21,0,0,NA,15.6,0,0,0,0,0,0.03,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09
Kr??pin Diatta,FW,Senegal,23,1999,2,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,4,1.99,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,0,0,0,0,0,11,2,1,66.7,60,73,82.2,786,241,43,46,93.5,8,15,53.3,4,5,80,0,0.2,0.2,-0.2,3,3,3,1,6,73,71,1,0,0,1,4,0,1,0,1,0,60,1,0,3,181,60,50.3,3,60,0,0,NA,1,1,2,2,0,0,1.01,1.4,1.3,0.1,0.05,-0.41,88,0,5,34,51,2,88,1,3,33.3,7,7,76,4,0,3,1,33.3,1.49,0.5,0,0,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.06,0.09,0.16,0.06,0.16
Kudus Mohammed,FW,Ghana,22,2000,2.7,5,4,3,0,2,1,2,50,1,4,0,4,1,6,0,0,5,1.82,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,5,1,6,1,4,1,0,0,22,0,4,0,62,87,71.3,1060,233,28,38,73.7,23,27,85.2,9,14,64.3,0,0,0.1,0,0,4,0,0,5,87,78,8,4,1,1,6,1,1,1,0,0,62,1,3,3,247,82,91.5,3,82,0,0,NA,0,1,4,5,-1,-0.36,3.55,3.6,4.6,-0.9,-0.33,1.68,118,0,19,45,59,6,118,10,15,66.7,4,6,76,13,2,8,4,50,2.91,1.46,0.25,0.5,21.8,0,0,0,0.8,0.8,0.1,1.2,1.2,3,3,247,2,0,2,0,0,1,0,0.73,0,0.73,0.73,0.73,0.8,0.8,0,0.8,0.3,0,0.3,0.3,0.3
Kwon Chang-hoon,FW,Korea Republic,28,1994,0.6,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0,2,3.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,19,25,76,311,56,10,12,83.3,7,7,100,2,4,50,0,0.2,0.2,-0.2,1,2,1,1,1,25,24,1,0,0,0,3,0,1,0,0,0,19,0,2,1,56,56,15.6,1,56,0,0,NA,3,0,0,2,-2,-3.21,-2.92,0.5,1.3,-0.8,-1.25,-0.73,28,0,1,14,13,3,28,0,0,NA,1,1,22,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.29,0.29,0,0.29
Kwon Kyung-won,DF,Korea Republic,30,1992,1,0,0,0,0,0,0,0,NA,0,1,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,2,2,50,39,43,90.7,707,216,18,18,100,16,19,84.2,5,5,100,0,0,0,0,0,1,0,0,2,43,41,2,2,0,0,0,0,0,0,0,0,39,0,0,2,91,46,25.3,1,90,1,1,1,2,1.5,2,1,1,0.99,2.33,1.8,1.3,0.5,0.51,1.53,53,11,30,21,2,0,53,0,0,NA,0,0,36,0,0,1,0,0,0.99,0,0,NA,33.8,0,0,0,0,0,0.02,0,0,2,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Kye Rowles,DF,Australia,24,1998,4,8,2,5,3,0,4,7,57.1,3,9,7,2,7,15,16,1,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,2,0,0,0,12,4,2,66.7,165,187,88.2,3062,1025,49,52,94.2,96,105,91.4,14,18,77.8,0,0,0,0,0,2,0,0,1,187,180,6,5,0,1,0,0,0,0,0,0,165,1,3,4,360,90,100,4,90,4,0,NA,0,1.5,4,6,-2,-0.5,NA,2.3,7.2,-4.9,-1.23,NA,231,43,170,59,2,0,231,0,0,NA,1,0,147,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker,DF,England,32,1990,1.6,2,0,1,1,0,2,3,66.7,1,0,0,0,2,4,2,0,1,0.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,0,4,4,2,66.7,119,134,88.8,2301,587,51,53,96.2,51,57,89.5,16,22,72.7,0,0,0.1,0,0,8,2,0,8,134,115,19,3,0,4,2,16,0,0,0,0,119,0,0,2,146,73,40.6,2,73,1,0,NA,2,3,5,0,5,3.08,0.98,2.2,0.9,1.3,0.8,0.02,148,2,38,87,24,0,148,1,1,100,1,0,101,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,2,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kylian Mbapp??,FW,France,23,1998,3.3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,34,10.27,23,1,4,4,2,0,6,1.81,5,0,0,1,0,0,0,0,0,2,5,1,21,0,0,0,0,0,6,1,2,33.3,120,160,75,1745,437,81,90,90,29,37,78.4,8,18,44.4,2,1.2,1.1,0.8,8,9,6,2,11,160,151,9,1,3,2,21,3,5,3,0,0,120,0,9,4,298,75,82.8,3,90,3,1,28,0,2.25,9,3,6,1.81,3.26,8.4,2.9,5.5,1.66,2.1,215,0,0,59,157,42,215,13,29,44.8,14,9,182,42,5,21,10,47.6,6.34,3.02,0.24,0.5,16,1,0,0,2.7,2.7,0.13,2.3,2.3,4,3,298,5,2,5,0,0,0,0,1.51,0.6,2.11,1.51,2.11,2.7,2.7,1.2,3.9,0.8,0.38,1.18,0.8,1.18
Lautaro Mart??nez,FW,Argentina,25,1997,2,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,5,2.45,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,0,9,5,4,55.6,32,42,76.2,385,21,23,27,85.2,7,10,70,1,1,100,0,0,0,0,1,0,0,0,0,42,37,5,0,0,0,0,0,0,0,0,0,32,0,0,4,184,46,51.1,2,76,1,2,16,0,2.25,1,3,-2,-0.98,-4.05,3.7,0.9,2.8,1.38,-0.39,64,0,6,26,32,10,64,2,5,40,5,3,48,12,0,8,2,25,3.91,0.98,0,0,11.4,0,0,0,1,1,0.12,-1,-1,4,2,184,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.49,0.02,0.5,0.49,0.5
Lawrence Ati-Zigi,GK,Ghana,26,1996,3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,54,78,69.2,1547,1137,10,10,100,30,30,100,14,38,36.8,0,0,0,0,0,1,1,0,0,78,39,39,8,0,0,0,0,0,0,0,0,54,0,0,3,270,90,100,3,90,3,0,NA,0,1,5,7,-2,-0.67,NA,4.1,5.6,-1.4,-0.48,NA,87,79,87,0,0,0,87,0,0,NA,0,0,23,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leander Dendoncker,DF,Belgium,27,1995,1.8,6,3,4,2,0,4,4,100,0,4,3,1,0,6,5,0,3,1.68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,6,2,1,66.7,119,122,97.5,2213,533,40,40,100,72,74,97.3,7,7,100,0,0.4,0.3,-0.4,1,6,0,0,10,122,119,3,2,0,0,0,1,0,0,0,0,119,0,0,2,161,81,59.6,2,81,1,0,NA,1,2,1,0,1,0.56,2.21,2.7,3.1,-0.3,-0.19,-0.61,142,17,69,66,8,3,142,0,1,0,1,1,111,1,0,1,0,0,0.56,0,0,NA,9.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2,2,161,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.4,0.4,0.05,0.2,0.25,0.05,0.25
Leandro Paredes,MF,Argentina,28,1994,1,2,1,1,1,0,0,0,NA,0,0,0,0,2,4,0,0,3,3,2,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,2,2,0,0,2,1,1,0,0,7,3,0,100,133,141,94.3,2192,640,67,70,95.7,55,57,96.5,9,10,90,0,0,0.1,0,1,9,1,0,5,141,138,2,2,0,1,0,0,0,0,0,0,133,1,0,2,90,45,25,1,58,0,1,32,2,1.5,2,2,0,0,-1.33,2.3,0.1,2.1,2.13,0.75,146,1,25,106,15,0,146,0,0,NA,1,0,128,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
Leandro Trossard,FW,Belgium,28,1994,1.1,1,1,0,1,0,1,1,100,0,1,0,1,0,1,0,0,3,2.62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,7,0,0,NA,43,57,75.4,822,144,21,26,80.8,16,21,76.2,6,7,85.7,0,0.1,0,-0.1,2,4,0,0,3,57,56,1,0,0,1,2,1,0,0,0,0,43,0,2,3,103,34,38.1,1,58,0,2,23,0,1.33,0,1,-1,-0.87,-0.87,1.4,1.4,0,-0.01,-0.1,66,1,6,34,27,3,66,0,4,0,2,1,51,8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.08,0.08,0,0.08
Lee Jae-sung,MF,Korea Republic,30,1992,2.3,5,2,1,2,2,1,8,12.5,7,3,0,3,3,8,2,0,4,1.71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,2,0,0,0,7,3,4,42.9,84,97,86.6,1285,170,41,49,83.7,35,37,94.6,6,7,85.7,0,0,0.1,0,2,4,0,0,0,97,97,0,0,0,0,1,0,0,0,0,0,84,0,2,3,211,70,58.6,3,70,0,0,NA,1,1.33,1,5,-4,-1.71,-2.31,1.7,4.9,-3.2,-1.36,-1.77,116,3,18,59,40,1,116,2,3,66.7,2,0,83,9,0,1,0,0,0.43,0,0,NA,26.8,0,0,0,0,0,0.02,0,0,3,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.03,0.01,0.03
Lee Kangin,MF,Korea Republic,21,2001,1.6,4,3,1,2,1,2,5,40,3,0,0,0,0,4,0,0,13,7.96,8,0,0,2,2,1,3,1.84,1,0,0,0,1,1,1,0,0,2,4,0,12,0,3,0,0,0,6,0,1,0,62,77,80.5,1225,297,22,24,91.7,28,30,93.3,10,20,50,1,0.3,0.3,0.7,4,6,6,1,11,77,66,11,5,0,1,12,0,5,3,2,0,62,0,1,4,147,37,40.8,1,80,0,3,22,0,1,4,2,2,1.22,3.34,2.5,2.1,0.4,0.26,1.51,91,0,7,43,42,2,91,1,2,50,2,3,60,4,0,5,1,20,3.06,0.61,0,0,25.9,2,0,0,0.2,0.2,0.03,-0.2,-0.2,4,1,147,0,1,0,0,0,1,0,0,0.61,0.61,0,0.61,0.2,0.2,0.3,0.4,0.09,0.17,0.27,0.09,0.27
Leon Goretzka,MF,Germany,27,1995,1.8,5,3,2,3,0,2,2,100,0,1,0,1,1,6,0,0,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,1,1,3,0,0,0,12,3,2,60,42,57,73.7,552,132,24,28,85.7,11,15,73.3,2,4,50,0,0,0.1,0,1,3,0,0,1,57,55,0,0,0,0,1,0,0,0,0,0,42,2,1,3,159,53,58.9,2,68,1,1,24,0,1.33,2,3,-1,-0.57,-2.19,3.8,2,1.7,0.98,-3.01,72,4,14,33,25,4,72,0,0,NA,2,2,43,2,0,4,1,25,2.26,0.57,0,0,16.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,3,2,159,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.26,0.01,0.27,0.26,0.27
Leroy San??,FW,Germany,26,1996,1.2,1,1,1,0,0,0,4,0,4,2,0,2,0,1,1,0,7,5.68,6,0,1,0,0,0,2,1.62,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,1,1,50,47,58,81,647,273,22,28,78.6,15,16,93.8,2,3,66.7,1,1.8,1.9,-0.8,4,6,6,1,9,58,58,0,0,1,0,2,0,0,0,0,0,47,0,0,2,111,56,41.1,1,90,1,1,21,1,2,5,2,3,2.43,3.56,6.7,1.3,5.4,4.38,3.67,68,1,3,23,43,7,68,3,6,50,0,3,61,9,0,3,0,0,2.43,0,0,NA,25.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2,1,111,0,1,0,0,0,0,0,0,0.81,0.81,0,0.81,0.1,0.1,1.8,1.9,0.09,1.44,1.54,0.09,1.54
Liam Millar,DF,Canada,23,1999,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,NA,4,9,44.4,51,23,2,3,66.7,2,4,50,0,1,0,0,0,0,0,0,0,0,0,1,9,7,2,0,0,0,2,1,1,1,0,0,4,0,0,1,10,10,3.7,0,NA,0,1,10,2,0,0,0,0,0,1.73,0.1,0.2,-0.1,-0.77,-0.91,9,0,0,3,6,1,9,0,0,NA,0,0,5,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lionel Messi,FW,Argentina,35,1987,4,3,2,0,2,1,0,1,0,1,1,0,1,0,3,0,0,25,6.25,16,3,1,1,3,1,2,0.5,2,0,0,0,0,0,0,0,0,4,11,2,10,0,2,1,0,0,9,1,3,25,180,222,81.1,2699,912,102,108,94.4,58,70,82.9,15,25,60,1,1.3,0.8,-0.3,13,30,11,0,34,222,195,24,12,2,3,10,0,10,1,6,0,180,3,10,4,360,90,100,4,90,4,0,NA,0,2.25,7,3,4,1,NA,7.6,1.3,6.3,1.57,NA,271,1,6,125,143,25,269,9,18,50,7,11,231,17,3,17,8,47.1,4.25,2,0.12,0.25,20.1,2,1,2,2.8,1.2,0.07,0.2,0.8,4,4,360,3,1,2,1,2,0,0,0.75,0.25,1,0.5,0.75,2.8,1.2,1.3,2.5,0.69,0.32,1.01,0.3,0.62
Lisandro Mart??nez,DF,Argentina,24,1998,1.8,3,0,3,0,0,1,1,100,0,2,1,1,1,4,8,0,1,0.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,3,3,2,60,96,111,86.5,1624,513,42,46,91.3,49,55,89.1,5,9,55.6,0,0.7,0,-0.7,1,10,0,0,4,111,103,7,6,0,0,1,1,0,0,0,0,96,1,0,3,163,54,45.3,1,90,1,2,37,1,2,3,1,2,1.1,0.19,3,0.8,2.3,1.25,-0.58,128,11,55,64,9,1,128,0,1,0,0,0,87,0,0,1,0,0,0.55,0,0,NA,10.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1,3,1,163,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.07,0.4,0.47,0.07,0.47
Lovro Majer,MF,Croatia,24,1998,0.4,1,0,0,1,0,1,2,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6,0,0,NA,29,34,85.3,392,65,19,20,95,9,10,90,0,2,0,0,0,0,0,0,2,0,0,0,34,34,0,0,0,0,1,0,0,0,0,0,29,0,1,4,40,10,10.3,0,NA,0,4,10,0,1.5,1,0,1,2.25,1.74,0.9,0.2,0.7,3.4,3.51,41,1,8,20,13,2,41,0,1,0,1,1,34,6,1,2,1,50,4.5,2.25,0.5,1,16.5,0,0,0,0.7,0.7,0.33,0.3,0.3,4,0,40,1,0,1,0,0,0,0,2.25,0,2.25,2.25,2.25,0.7,0.7,0,0.7,3.26,0,3.26,3.26,3.26
Lo??s Openda,FW,Belgium,22,2000,0.1,1,0,0,1,0,0,0,NA,0,1,0,1,0,1,0,0,2,13.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,5,60,38,0,2,2,100,1,1,100,0,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,1,13,13,4.8,0,NA,0,1,13,2,3,0,0,0,0,0.35,0.2,0.2,0,-0.07,-0.13,9,0,0,6,3,0,9,1,1,100,2,0,4,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Cavallini,FW,Canada,29,1992,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,100,36,15,1,1,100,1,1,100,0,0,NA,0,0,0.1,0,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,19,19,7,0,NA,0,1,19,2,0,0,1,-1,-4.74,-3.3,0.1,1,-0.9,-4.26,-4.71,3,0,0,2,1,0,3,0,0,NA,0,0,3,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Hern??ndez,DF,France,26,1996,0.1,1,1,0,1,0,1,2,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,NA,5,10,50,66,16,4,7,57.1,1,1,100,0,1,0,0,0,0,0,0,1,0,0,0,10,10,0,0,0,0,1,0,0,0,0,0,5,0,0,1,12,12,3.3,1,12,0,0,NA,0,3,0,1,-1,-7.5,-9.05,0,0.3,-0.3,-2.15,-3.57,10,0,1,8,1,0,10,0,0,NA,0,0,6,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
